Date;Product;Delivery Period;Price (EUR/MWh);Volume (MW)
2026-03-24;QH 43;10:30 - 10:45;-0.01;0.0
2026-03-24;QH 44;10:45 - 11:00;-0.01;0.0
2026-03-24;QH 45;11:00 - 11:15;0.0;0.0
2026-03-24;QH 46;11:15 - 11:30;-0.01;0.0
2026-03-24;QH 47;11:30 - 11:45;-0.01;0.0
2026-03-24;QH 48;11:45 - 12:00;-0.02;0.0
2026-03-24;QH 49;12:00 - 12:15;-0.04;0.0
2026-03-24;QH 50;12:15 - 12:30;-0.02;0.0
2026-03-24;QH 51;12:30 - 12:45;-0.01;0.0
2026-03-24;QH 52;12:45 - 13:00;-0.01;0.0
2026-03-24;QH 53;13:00 - 13:15;-0.02;0.0
2026-03-24;QH 54;13:15 - 13:30;-0.01;0.0
2026-03-24;QH 55;13:30 - 13:45;0.0;0.0
2026-03-24;QH 56;13:45 - 14:00;0.02;0.0
2026-03-24;QH 57;14:00 - 14:15;1.04;0.0
2026-03-24;QH 58;14:15 - 14:30;7.77;0.0
2026-03-24;QH 59;14:30 - 14:45;14.97;0.0
2026-03-24;QH 60;14:45 - 15:00;56.21;0.0
2026-03-24;QH 61;15:00 - 15:15;33.93;0.0
2026-03-24;QH 62;15:15 - 15:30;66.79;0.0
2026-03-24;QH 63;15:30 - 15:45;101.01;0.0
2026-03-24;QH 64;15:45 - 16:00;108.0;0.0
2026-03-24;QH 65;16:00 - 16:15;91.31;0.0
2026-03-24;QH 66;16:15 - 16:30;101.01;0.0
2026-03-24;QH 67;16:30 - 16:45;118.7;0.0
2026-03-24;QH 68;16:45 - 17:00;140.34;0.0
2026-03-24;QH 69;17:00 - 17:15;130.0;0.0
2026-03-24;QH 70;17:15 - 17:30;141.0;0.0
2026-03-24;QH 71;17:30 - 17:45;131.36;0.0
2026-03-24;QH 72;17:45 - 18:00;141.01;0.0
2026-03-24;QH 73;18:00 - 18:15;147.99;0.0
2026-03-24;QH 74;18:15 - 18:30;131.68;0.0
2026-03-24;QH 75;18:30 - 18:45;139.6;0.0
2026-03-24;QH 76;18:45 - 19:00;132.7;0.0
2026-03-24;QH 77;19:00 - 19:15;129.08;0.0
2026-03-24;QH 78;19:15 - 19:30;106.47;0.0
2026-03-24;QH 79;19:30 - 19:45;90.82;0.0
2026-03-24;QH 80;19:45 - 20:00;78.03;0.0
2026-03-24;QH 81;20:00 - 20:15;91.98;0.0
2026-03-24;QH 82;20:15 - 20:30;86.04;0.0
2026-03-24;QH 83;20:30 - 20:45;68.61;0.0
2026-03-24;QH 84;20:45 - 21:00;51.36;0.0
2026-03-24;QH 85;21:00 - 21:15;86.66;0.0
2026-03-24;QH 86;21:15 - 21:30;78.15;0.0
2026-03-24;QH 87;21:30 - 21:45;64.34;0.0
2026-03-24;QH 88;21:45 - 22:00;35.26;0.0
2026-03-24;QH 89;22:00 - 22:15;45.54;0.0
2026-03-24;QH 90;22:15 - 22:30;17.51;0.0
2026-03-24;QH 91;22:30 - 22:45;16.59;0.0
2026-03-24;QH 92;22:45 - 23:00;8.75;0.0
2026-03-24;QH 93;23:00 - 23:15;3.0;0.0
2026-03-24;QH 94;23:15 - 23:30;2.4;0.0
2026-03-24;QH 95;23:30 - 23:45;1.78;0.0
2026-03-24;QH 96;23:45 - 00:00;0.06;0.0
2026-03-25;QH 1;00:00 - 00:15;1.36;0.0
2026-03-25;QH 2;00:15 - 00:30;0.1;0.0
2026-03-25;QH 3;00:30 - 00:45;0.01;0.0
2026-03-25;QH 4;00:45 - 01:00;0.0;0.0
2026-03-25;QH 5;01:00 - 01:15;0.0;0.0
2026-03-25;QH 6;01:15 - 01:30;0.0;0.0
2026-03-25;QH 7;01:30 - 01:45;0.0;0.0
2026-03-25;QH 8;01:45 - 02:00;-0.01;0.0
2026-03-25;QH 9;02:00 - 02:15;-0.01;0.0
2026-03-25;QH 10;02:15 - 02:30;-0.01;0.0
2026-03-25;QH 11;02:30 - 02:45;-0.01;0.0
2026-03-25;QH 12;02:45 - 03:00;-0.01;0.0
2026-03-25;QH 13;03:00 - 03:15;-0.01;0.0
2026-03-25;QH 14;03:15 - 03:30;-0.01;0.0
2026-03-25;QH 15;03:30 - 03:45;0.0;0.0
2026-03-25;QH 16;03:45 - 04:00;0.0;0.0
2026-03-25;QH 17;04:00 - 04:15;0.0;0.0
2026-03-25;QH 18;04:15 - 04:30;0.0;0.0
2026-03-25;QH 19;04:30 - 04:45;0.1;0.0
2026-03-25;QH 20;04:45 - 05:00;1.36;0.0
2026-03-25;QH 21;05:00 - 05:15;2.45;0.0
2026-03-25;QH 22;05:15 - 05:30;2.81;0.0
2026-03-25;QH 23;05:30 - 05:45;4.8;0.0
2026-03-25;QH 24;05:45 - 06:00;4.51;0.0
2026-03-25;QH 25;06:00 - 06:15;11.87;0.0
2026-03-25;QH 26;06:15 - 06:30;10.0;0.0
2026-03-25;QH 27;06:30 - 06:45;9.61;0.0
2026-03-25;QH 28;06:45 - 07:00;4.13;0.0
2026-03-25;QH 29;07:00 - 07:15;3.61;0.0
2026-03-25;QH 30;07:15 - 07:30;0.02;0.0
2026-03-25;QH 31;07:30 - 07:45;0.0;0.0
2026-03-25;QH 32;07:45 - 08:00;0.0;0.0
2026-03-25;QH 33;08:00 - 08:15;0.0;0.0
2026-03-25;QH 34;08:15 - 08:30;-0.01;0.0
2026-03-25;QH 35;08:30 - 08:45;-0.04;0.0
2026-03-25;QH 36;08:45 - 09:00;-0.07;0.0
2026-03-25;QH 37;09:00 - 09:15;-0.01;0.0
2026-03-25;QH 38;09:15 - 09:30;-0.02;0.0
2026-03-25;QH 39;09:30 - 09:45;-0.04;0.0
2026-03-25;QH 40;09:45 - 10:00;-0.04;0.0
2026-03-25;QH 41;10:00 - 10:15;-0.01;0.0
2026-03-25;QH 42;10:15 - 10:30;-0.01;0.0
2026-03-25;QH 43;10:30 - 10:45;-0.01;0.0
2026-03-25;QH 44;10:45 - 11:00;-0.01;0.0
2026-03-25;QH 45;11:00 - 11:15;-0.01;0.0
2026-03-25;QH 46;11:15 - 11:30;-0.01;0.0
2026-03-25;QH 47;11:30 - 11:45;-0.01;0.0
2026-03-25;QH 48;11:45 - 12:00;-0.01;0.0
2026-03-25;QH 49;12:00 - 12:15;-0.01;0.0
2026-03-25;QH 50;12:15 - 12:30;-0.01;0.0
2026-03-25;QH 51;12:30 - 12:45;-0.01;0.0
2026-03-25;QH 52;12:45 - 13:00;-0.01;0.0
2026-03-25;QH 53;13:00 - 13:15;-0.01;0.0
2026-03-25;QH 54;13:15 - 13:30;0.0;0.0
2026-03-25;QH 55;13:30 - 13:45;0.0;0.0
2026-03-25;QH 56;13:45 - 14:00;0.04;0.0
2026-03-25;QH 57;14:00 - 14:15;0.1;0.0
2026-03-25;QH 58;14:15 - 14:30;3.18;0.0
2026-03-25;QH 59;14:30 - 14:45;5.75;0.0
2026-03-25;QH 60;14:45 - 15:00;10.07;0.0
2026-03-25;QH 61;15:00 - 15:15;10.07;0.0
2026-03-25;QH 62;15:15 - 15:30;20.08;0.0
2026-03-25;QH 63;15:30 - 15:45;50.02;0.0
2026-03-25;QH 64;15:45 - 16:00;87.44;0.0
2026-03-25;QH 65;16:00 - 16:15;71.41;0.0
2026-03-25;QH 66;16:15 - 16:30;92.94;0.0
2026-03-25;QH 67;16:30 - 16:45;108.41;0.0
2026-03-25;QH 68;16:45 - 17:00;122.59;0.0
2026-03-25;QH 69;17:00 - 17:15;110.82;0.0
2026-03-25;QH 70;17:15 - 17:30;115.81;0.0
2026-03-25;QH 71;17:30 - 17:45;142.62;0.0
2026-03-25;QH 72;17:45 - 18:00;170.07;0.0
2026-03-25;QH 73;18:00 - 18:15;175.34;0.0
2026-03-25;QH 74;18:15 - 18:30;167.29;0.0
2026-03-25;QH 75;18:30 - 18:45;153.72;0.0
2026-03-25;QH 76;18:45 - 19:00;151.35;0.0
2026-03-25;QH 77;19:00 - 19:15;152.67;0.0
2026-03-25;QH 78;19:15 - 19:30;142.92;0.0
2026-03-25;QH 79;19:30 - 19:45;127.72;0.0
2026-03-25;QH 80;19:45 - 20:00;116.32;0.0
2026-03-25;QH 81;20:00 - 20:15;122.58;0.0
2026-03-25;QH 82;20:15 - 20:30;120.02;0.0
2026-03-25;QH 83;20:30 - 20:45;112.23;0.0
2026-03-25;QH 84;20:45 - 21:00;103.01;0.0
2026-03-25;QH 85;21:00 - 21:15;112.03;0.0
2026-03-25;QH 86;21:15 - 21:30;110.89;0.0
2026-03-25;QH 87;21:30 - 21:45;110.17;0.0
2026-03-25;QH 88;21:45 - 22:00;99.31;0.0
2026-03-25;QH 89;22:00 - 22:15;102.92;0.0
2026-03-25;QH 90;22:15 - 22:30;88.67;0.0
2026-03-25;QH 91;22:30 - 22:45;87.65;0.0
2026-03-25;QH 92;22:45 - 23:00;75.97;0.0
2026-03-25;QH 93;23:00 - 23:15;106.8;0.0
2026-03-25;QH 94;23:15 - 23:30;101.25;0.0
2026-03-25;QH 95;23:30 - 23:45;96.99;0.0
2026-03-25;QH 96;23:45 - 00:00;93.51;0.0
2026-03-26;QH 1;00:00 - 00:15;99.66;0.0
2026-03-26;QH 2;00:15 - 00:30;96.53;0.0
2026-03-26;QH 3;00:30 - 00:45;92.88;0.0
2026-03-26;QH 4;00:45 - 01:00;91.22;0.0
2026-03-26;QH 5;01:00 - 01:15;92.75;0.0
2026-03-26;QH 6;01:15 - 01:30;90.57;0.0
2026-03-26;QH 7;01:30 - 01:45;90.96;0.0
2026-03-26;QH 8;01:45 - 02:00;92.14;0.0
2026-03-26;QH 9;02:00 - 02:15;94.14;0.0
2026-03-26;QH 10;02:15 - 02:30;91.67;0.0
2026-03-26;QH 11;02:30 - 02:45;97.25;0.0
2026-03-26;QH 12;02:45 - 03:00;96.42;0.0
2026-03-26;QH 13;03:00 - 03:15;95.49;0.0
2026-03-26;QH 14;03:15 - 03:30;96.66;0.0
2026-03-26;QH 15;03:30 - 03:45;97.76;0.0
2026-03-26;QH 16;03:45 - 04:00;100.4;0.0
2026-03-26;QH 17;04:00 - 04:15;98.0;0.0
2026-03-26;QH 18;04:15 - 04:30;97.47;0.0
2026-03-26;QH 19;04:30 - 04:45;110.21;0.0
2026-03-26;QH 20;04:45 - 05:00;115.39;0.0
2026-03-26;QH 21;05:00 - 05:15;103.93;0.0
2026-03-26;QH 22;05:15 - 05:30;122.7;0.0
2026-03-26;QH 23;05:30 - 05:45;127.58;0.0
2026-03-26;QH 24;05:45 - 06:00;126.91;0.0
2026-03-26;QH 25;06:00 - 06:15;145.31;0.0
2026-03-26;QH 26;06:15 - 06:30;148.09;0.0
2026-03-26;QH 27;06:30 - 06:45;133.93;0.0
2026-03-26;QH 28;06:45 - 07:00;122.05;0.0
2026-03-26;QH 29;07:00 - 07:15;151.2;0.0
2026-03-26;QH 30;07:15 - 07:30;139.45;0.0
2026-03-26;QH 31;07:30 - 07:45;116.64;0.0
2026-03-26;QH 32;07:45 - 08:00;95.87;0.0
2026-03-26;QH 33;08:00 - 08:15;112.05;0.0
2026-03-26;QH 34;08:15 - 08:30;89.31;0.0
2026-03-26;QH 35;08:30 - 08:45;77.75;0.0
2026-03-26;QH 36;08:45 - 09:00;70.55;0.0
2026-03-26;QH 37;09:00 - 09:15;79.08;0.0
2026-03-26;QH 38;09:15 - 09:30;49.56;0.0
2026-03-26;QH 39;09:30 - 09:45;23.78;0.0
2026-03-26;QH 40;09:45 - 10:00;14.99;0.0
2026-03-26;QH 41;10:00 - 10:15;20.07;0.0
2026-03-26;QH 42;10:15 - 10:30;15.0;0.0
2026-03-26;QH 43;10:30 - 10:45;10.06;0.0
2026-03-26;QH 44;10:45 - 11:00;9.83;0.0
2026-03-26;QH 45;11:00 - 11:15;6.62;0.0
2026-03-26;QH 46;11:15 - 11:30;4.62;0.0
2026-03-26;QH 47;11:30 - 11:45;1.09;0.0
2026-03-26;QH 48;11:45 - 12:00;0.15;0.0
2026-03-26;QH 49;12:00 - 12:15;1.12;0.0
2026-03-26;QH 50;12:15 - 12:30;0.2;0.0
2026-03-26;QH 51;12:30 - 12:45;0.14;0.0
2026-03-26;QH 52;12:45 - 13:00;1.06;0.0
2026-03-26;QH 53;13:00 - 13:15;0.22;0.0
2026-03-26;QH 54;13:15 - 13:30;2.51;0.0
2026-03-26;QH 55;13:30 - 13:45;8.79;0.0
2026-03-26;QH 56;13:45 - 14:00;12.09;0.0
2026-03-26;QH 57;14:00 - 14:15;10.0;0.0
2026-03-26;QH 58;14:15 - 14:30;20.07;0.0
2026-03-26;QH 59;14:30 - 14:45;40.02;0.0
2026-03-26;QH 60;14:45 - 15:00;79.65;0.0
2026-03-26;QH 61;15:00 - 15:15;38.68;0.0
2026-03-26;QH 62;15:15 - 15:30;73.68;0.0
2026-03-26;QH 63;15:30 - 15:45;80.07;0.0
2026-03-26;QH 64;15:45 - 16:00;110.84;0.0
2026-03-26;QH 65;16:00 - 16:15;76.86;0.0
2026-03-26;QH 66;16:15 - 16:30;109.09;0.0
2026-03-26;QH 67;16:30 - 16:45;128.18;0.0
2026-03-26;QH 68;16:45 - 17:00;149.56;0.0
2026-03-26;QH 69;17:00 - 17:15;131.44;0.0
2026-03-26;QH 70;17:15 - 17:30;147.25;0.0
2026-03-26;QH 71;17:30 - 17:45;160.79;0.0
2026-03-26;QH 72;17:45 - 18:00;182.19;0.0
2026-03-26;QH 73;18:00 - 18:15;164.47;0.0
2026-03-26;QH 74;18:15 - 18:30;168.01;0.0
2026-03-26;QH 75;18:30 - 18:45;169.7;0.0
2026-03-26;QH 76;18:45 - 19:00;166.7;0.0
2026-03-26;QH 77;19:00 - 19:15;171.0;0.0
2026-03-26;QH 78;19:15 - 19:30;155.66;0.0
2026-03-26;QH 79;19:30 - 19:45;147.76;0.0
2026-03-26;QH 80;19:45 - 20:00;140.56;0.0
2026-03-26;QH 81;20:00 - 20:15;146.93;0.0
2026-03-26;QH 82;20:15 - 20:30;132.95;0.0
2026-03-26;QH 83;20:30 - 20:45;123.82;0.0
2026-03-26;QH 84;20:45 - 21:00;118.32;0.0
2026-03-26;QH 85;21:00 - 21:15;131.07;0.0
2026-03-26;QH 86;21:15 - 21:30;121.51;0.0
2026-03-26;QH 87;21:30 - 21:45;124.14;0.0
2026-03-26;QH 88;21:45 - 22:00;120.77;0.0
2026-03-26;QH 89;22:00 - 22:15;123.77;0.0
2026-03-26;QH 90;22:15 - 22:30;114.06;0.0
2026-03-26;QH 91;22:30 - 22:45;115.94;0.0
2026-03-26;QH 92;22:45 - 23:00;106.33;0.0
2026-03-26;QH 93;23:00 - 23:15;124.51;0.0
2026-03-26;QH 94;23:15 - 23:30;120.29;0.0
2026-03-26;QH 95;23:30 - 23:45;117.14;0.0
2026-03-26;QH 96;23:45 - 00:00;115.63;0.0
2026-03-27;QH 1;00:00 - 00:15;122.15;0.0
2026-03-27;QH 2;00:15 - 00:30;119.4;0.0
2026-03-27;QH 3;00:30 - 00:45;119.33;0.0
2026-03-27;QH 4;00:45 - 01:00;117.12;0.0
2026-03-27;QH 5;01:00 - 01:15;120.92;0.0
2026-03-27;QH 6;01:15 - 01:30;118.14;0.0
2026-03-27;QH 7;01:30 - 01:45;115.3;0.0
2026-03-27;QH 8;01:45 - 02:00;115.01;0.0
2026-03-27;QH 9;02:00 - 02:15;116.5;0.0
2026-03-27;QH 10;02:15 - 02:30;119.49;0.0
2026-03-27;QH 11;02:30 - 02:45;117.0;0.0
2026-03-27;QH 12;02:45 - 03:00;118.34;0.0
2026-03-27;QH 13;03:00 - 03:15;117.67;0.0
2026-03-27;QH 14;03:15 - 03:30;118.73;0.0
2026-03-27;QH 15;03:30 - 03:45;120.93;0.0
2026-03-27;QH 16;03:45 - 04:00;123.66;0.0
2026-03-27;QH 17;04:00 - 04:15;119.8;0.0
2026-03-27;QH 18;04:15 - 04:30;129.0;0.0
2026-03-27;QH 19;04:30 - 04:45;143.99;0.0
2026-03-27;QH 20;04:45 - 05:00;153.06;0.0
2026-03-27;QH 21;05:00 - 05:15;152.2;0.0
2026-03-27;QH 22;05:15 - 05:30;168.99;0.0
2026-03-27;QH 23;05:30 - 05:45;179.1;0.0
2026-03-27;QH 24;05:45 - 06:00;190.23;0.0
2026-03-27;QH 25;06:00 - 06:15;203.74;0.0
2026-03-27;QH 26;06:15 - 06:30;191.36;0.0
2026-03-27;QH 27;06:30 - 06:45;170.92;0.0
2026-03-27;QH 28;06:45 - 07:00;139.56;0.0
2026-03-27;QH 29;07:00 - 07:15;194.19;0.0
2026-03-27;QH 30;07:15 - 07:30;151.4;0.0
2026-03-27;QH 31;07:30 - 07:45;136.77;0.0
2026-03-27;QH 32;07:45 - 08:00;107.87;0.0
2026-03-27;QH 33;08:00 - 08:15;136.41;0.0
2026-03-27;QH 34;08:15 - 08:30;122.21;0.0
2026-03-27;QH 35;08:30 - 08:45;109.38;0.0
2026-03-27;QH 36;08:45 - 09:00;88.01;0.0
2026-03-27;QH 37;09:00 - 09:15;101.21;0.0
2026-03-27;QH 38;09:15 - 09:30;90.13;0.0
2026-03-27;QH 39;09:30 - 09:45;86.53;0.0
2026-03-27;QH 40;09:45 - 10:00;71.17;0.0
2026-03-27;QH 41;10:00 - 10:15;85.31;0.0
2026-03-27;QH 42;10:15 - 10:30;77.93;0.0
2026-03-27;QH 43;10:30 - 10:45;68.83;0.0
2026-03-27;QH 44;10:45 - 11:00;59.17;0.0
2026-03-27;QH 45;11:00 - 11:15;70.74;0.0
2026-03-27;QH 46;11:15 - 11:30;64.99;0.0
2026-03-27;QH 47;11:30 - 11:45;61.01;0.0
2026-03-27;QH 48;11:45 - 12:00;56.54;0.0
2026-03-27;QH 49;12:00 - 12:15;61.21;0.0
2026-03-27;QH 50;12:15 - 12:30;59.19;0.0
2026-03-27;QH 51;12:30 - 12:45;57.9;0.0
2026-03-27;QH 52;12:45 - 13:00;60.1;0.0
2026-03-27;QH 53;13:00 - 13:15;58.27;0.0
2026-03-27;QH 54;13:15 - 13:30;67.62;0.0
2026-03-27;QH 55;13:30 - 13:45;82.3;0.0
2026-03-27;QH 56;13:45 - 14:00;88.11;0.0
2026-03-27;QH 57;14:00 - 14:15;78.83;0.0
2026-03-27;QH 58;14:15 - 14:30;91.99;0.0
2026-03-27;QH 59;14:30 - 14:45;95.32;0.0
2026-03-27;QH 60;14:45 - 15:00;103.15;0.0
2026-03-27;QH 61;15:00 - 15:15;90.64;0.0
2026-03-27;QH 62;15:15 - 15:30;100.02;0.0
2026-03-27;QH 63;15:30 - 15:45;100.98;0.0
2026-03-27;QH 64;15:45 - 16:00;120.69;0.0
2026-03-27;QH 65;16:00 - 16:15;105.61;0.0
2026-03-27;QH 66;16:15 - 16:30;130.77;0.0
2026-03-27;QH 67;16:30 - 16:45;146.59;0.0
2026-03-27;QH 68;16:45 - 17:00;173.23;0.0
2026-03-27;QH 69;17:00 - 17:15;145.81;0.0
2026-03-27;QH 70;17:15 - 17:30;159.0;0.0
2026-03-27;QH 71;17:30 - 17:45;163.46;0.0
2026-03-27;QH 72;17:45 - 18:00;167.46;0.0
2026-03-27;QH 73;18:00 - 18:15;192.98;0.0
2026-03-27;QH 74;18:15 - 18:30;177.61;0.0
2026-03-27;QH 75;18:30 - 18:45;158.25;0.0
2026-03-27;QH 76;18:45 - 19:00;144.14;0.0
2026-03-27;QH 77;19:00 - 19:15;174.9;0.0
2026-03-27;QH 78;19:15 - 19:30;150.14;0.0
2026-03-27;QH 79;19:30 - 19:45;127.52;0.0
2026-03-27;QH 80;19:45 - 20:00;119.0;0.0
2026-03-27;QH 81;20:00 - 20:15;124.13;0.0
2026-03-27;QH 82;20:15 - 20:30;122.5;0.0
2026-03-27;QH 83;20:30 - 20:45;119.78;0.0
2026-03-27;QH 84;20:45 - 21:00;109.57;0.0
2026-03-27;QH 85;21:00 - 21:15;123.1;0.0
2026-03-27;QH 86;21:15 - 21:30;117.9;0.0
2026-03-27;QH 87;21:30 - 21:45;117.59;0.0
2026-03-27;QH 88;21:45 - 22:00;108.05;0.0
2026-03-27;QH 89;22:00 - 22:15;113.65;0.0
2026-03-27;QH 90;22:15 - 22:30;106.89;0.0
2026-03-27;QH 91;22:30 - 22:45;105.25;0.0
2026-03-27;QH 92;22:45 - 23:00;98.26;0.0
2026-03-27;QH 93;23:00 - 23:15;97.61;0.0
2026-03-27;QH 94;23:15 - 23:30;99.04;0.0
2026-03-27;QH 95;23:30 - 23:45;94.25;0.0
2026-03-27;QH 96;23:45 - 00:00;89.64;0.0
2026-03-28;QH 1;00:00 - 00:15;96.0;0.0
2026-03-28;QH 2;00:15 - 00:30;93.3;0.0
2026-03-28;QH 3;00:30 - 00:45;91.64;0.0
2026-03-28;QH 4;00:45 - 01:00;89.72;0.0
2026-03-28;QH 5;01:00 - 01:15;92.09;0.0
2026-03-28;QH 6;01:15 - 01:30;89.74;0.0
2026-03-28;QH 7;01:30 - 01:45;88.6;0.0
2026-03-28;QH 8;01:45 - 02:00;87.76;0.0
2026-03-28;QH 9;02:00 - 02:15;87.56;0.0
2026-03-28;QH 10;02:15 - 02:30;87.43;0.0
2026-03-28;QH 11;02:30 - 02:45;87.11;0.0
2026-03-28;QH 12;02:45 - 03:00;86.95;0.0
2026-03-28;QH 13;03:00 - 03:15;87.53;0.0
2026-03-28;QH 14;03:15 - 03:30;87.94;0.0
2026-03-28;QH 15;03:30 - 03:45;88.18;0.0
2026-03-28;QH 16;03:45 - 04:00;88.82;0.0
2026-03-28;QH 17;04:00 - 04:15;88.53;0.0
2026-03-28;QH 18;04:15 - 04:30;89.95;0.0
2026-03-28;QH 19;04:30 - 04:45;92.85;0.0
2026-03-28;QH 20;04:45 - 05:00;95.12;0.0
2026-03-28;QH 21;05:00 - 05:15;91.02;0.0
2026-03-28;QH 22;05:15 - 05:30;90.74;0.0
2026-03-28;QH 23;05:30 - 05:45;87.99;0.0
2026-03-28;QH 24;05:45 - 06:00;81.93;0.0
2026-03-28;QH 25;06:00 - 06:15;89.16;0.0
2026-03-28;QH 26;06:15 - 06:30;80.24;0.0
2026-03-28;QH 27;06:30 - 06:45;79.12;0.0
2026-03-28;QH 28;06:45 - 07:00;68.22;0.0
2026-03-28;QH 29;07:00 - 07:15;80.69;0.0
2026-03-28;QH 30;07:15 - 07:30;75.52;0.0
2026-03-28;QH 31;07:30 - 07:45;67.46;0.0
2026-03-28;QH 32;07:45 - 08:00;49.53;0.0
2026-03-28;QH 33;08:00 - 08:15;76.16;0.0
2026-03-28;QH 34;08:15 - 08:30;49.19;0.0
2026-03-28;QH 35;08:30 - 08:45;40.89;0.0
2026-03-28;QH 36;08:45 - 09:00;13.39;0.0
2026-03-28;QH 37;09:00 - 09:15;36.94;0.0
2026-03-28;QH 38;09:15 - 09:30;16.79;0.0
2026-03-28;QH 39;09:30 - 09:45;9.9;0.0
2026-03-28;QH 40;09:45 - 10:00;6.7;0.0
2026-03-28;QH 41;10:00 - 10:15;9.05;0.0
2026-03-28;QH 42;10:15 - 10:30;8.04;0.0
2026-03-28;QH 43;10:30 - 10:45;7.13;0.0
2026-03-28;QH 44;10:45 - 11:00;6.35;0.0
2026-03-28;QH 45;11:00 - 11:15;7.0;0.0
2026-03-28;QH 46;11:15 - 11:30;4.92;0.0
2026-03-28;QH 47;11:30 - 11:45;6.43;0.0
2026-03-28;QH 48;11:45 - 12:00;8.43;0.0
2026-03-28;QH 49;12:00 - 12:15;6.4;0.0
2026-03-28;QH 50;12:15 - 12:30;6.7;0.0
2026-03-28;QH 51;12:30 - 12:45;8.52;0.0
2026-03-28;QH 52;12:45 - 13:00;9.77;0.0
2026-03-28;QH 53;13:00 - 13:15;7.97;0.0
2026-03-28;QH 54;13:15 - 13:30;10.0;0.0
2026-03-28;QH 55;13:30 - 13:45;25.04;0.0
2026-03-28;QH 56;13:45 - 14:00;38.89;0.0
2026-03-28;QH 57;14:00 - 14:15;24.04;0.0
2026-03-28;QH 58;14:15 - 14:30;45.0;0.0
2026-03-28;QH 59;14:30 - 14:45;63.58;0.0
2026-03-28;QH 60;14:45 - 15:00;84.35;0.0
2026-03-28;QH 61;15:00 - 15:15;60.35;0.0
2026-03-28;QH 62;15:15 - 15:30;74.12;0.0
2026-03-28;QH 63;15:30 - 15:45;88.4;0.0
2026-03-28;QH 64;15:45 - 16:00;101.34;0.0
2026-03-28;QH 65;16:00 - 16:15;89.44;0.0
2026-03-28;QH 66;16:15 - 16:30;99.89;0.0
2026-03-28;QH 67;16:30 - 16:45;122.31;0.0
2026-03-28;QH 68;16:45 - 17:00;129.72;0.0
2026-03-28;QH 69;17:00 - 17:15;124.42;0.0
2026-03-28;QH 70;17:15 - 17:30;134.6;0.0
2026-03-28;QH 71;17:30 - 17:45;141.35;0.0
2026-03-28;QH 72;17:45 - 18:00;155.33;0.0
2026-03-28;QH 73;18:00 - 18:15;158.0;0.0
2026-03-28;QH 74;18:15 - 18:30;156.34;0.0
2026-03-28;QH 75;18:30 - 18:45;154.96;0.0
2026-03-28;QH 76;18:45 - 19:00;146.98;0.0
2026-03-28;QH 77;19:00 - 19:15;161.79;0.0
2026-03-28;QH 78;19:15 - 19:30;148.9;0.0
2026-03-28;QH 79;19:30 - 19:45;137.35;0.0
2026-03-28;QH 80;19:45 - 20:00;127.77;0.0
2026-03-28;QH 81;20:00 - 20:15;141.14;0.0
2026-03-28;QH 82;20:15 - 20:30;132.19;0.0
2026-03-28;QH 83;20:30 - 20:45;128.26;0.0
2026-03-28;QH 84;20:45 - 21:00;124.79;0.0
2026-03-28;QH 85;21:00 - 21:15;127.51;0.0
2026-03-28;QH 86;21:15 - 21:30;126.87;0.0
2026-03-28;QH 87;21:30 - 21:45;126.01;0.0
2026-03-28;QH 88;21:45 - 22:00;120.93;0.0
2026-03-28;QH 89;22:00 - 22:15;130.0;0.0
2026-03-28;QH 90;22:15 - 22:30;118.05;0.0
2026-03-28;QH 91;22:30 - 22:45;120.92;0.0
2026-03-28;QH 92;22:45 - 23:00;109.35;0.0
2026-03-28;QH 93;23:00 - 23:15;125.88;0.0
2026-03-28;QH 94;23:15 - 23:30;120.23;0.0
2026-03-28;QH 95;23:30 - 23:45;108.28;0.0
2026-03-28;QH 96;23:45 - 00:00;103.85;0.0
2026-03-29;QH 1;00:00 - 00:15;112.05;0.0
2026-03-29;QH 2;00:15 - 00:30;107.51;0.0
2026-03-29;QH 3;00:30 - 00:45;107.01;0.0
2026-03-29;QH 4;00:45 - 01:00;104.22;0.0
2026-03-29;QH 5;01:00 - 01:15;102.11;0.0
2026-03-29;QH 6;01:15 - 01:30;100.26;0.0
2026-03-29;QH 7;01:30 - 01:45;101.18;0.0
2026-03-29;QH 8;01:45 - 02:00;101.11;0.0
2026-03-29;QH 9;02:00 - 02:15;109.41;0.0
2026-03-29;QH 10;02:15 - 02:30;103.35;0.0
2026-03-29;QH 11;02:30 - 02:45;104.32;0.0
2026-03-29;QH 12;02:45 - 03:00;103.82;0.0
2026-03-29;QH 13;03:00 - 03:15;103.57;0.0
2026-03-29;QH 14;03:15 - 03:30;103.68;0.0
2026-03-29;QH 15;03:30 - 03:45;105.24;0.0
2026-03-29;QH 16;03:45 - 04:00;105.93;0.0
2026-03-29;QH 17;04:00 - 04:15;102.33;0.0
2026-03-29;QH 18;04:15 - 04:30;105.3;0.0
2026-03-29;QH 19;04:30 - 04:45;113.59;0.0
2026-03-29;QH 20;04:45 - 05:00;117.8;0.0
2026-03-29;QH 21;05:00 - 05:15;119.67;0.0
2026-03-29;QH 22;05:15 - 05:30;115.24;0.0
2026-03-29;QH 23;05:30 - 05:45;113.0;0.0
2026-03-29;QH 24;05:45 - 06:00;112.21;0.0
2026-03-29;QH 25;06:00 - 06:15;122.47;0.0
2026-03-29;QH 26;06:15 - 06:30;125.0;0.0
